70BCSV 	
// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1550.000000
"SPAN",  50.000000
"START WL",1525.000000
"STOP WL",1575.000000
"WLFREQ", 0
"REFL",-20.0
"LSCL",10.0
"RESLN",0.020
"AVG",   1
"SMPLAUTO",      0
"SMPL",       5001
"SMPLINTVL",0.0100
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",1
"SWPSPD",1
"RESPARM", 9596
"FREQPARM", 9596


"[TRACE DATA]"
1525.0000, -59.941
1525.0100, -59.936
1525.0200, -59.849
1525.0300, -59.908
1525.0400, -59.831
1525.0500, -59.770
1525.0600, -59.800
1525.0700, -59.754
1525.0800, -59.689
1525.0900, -59.658
1525.1000, -59.606
1525.1100, -59.570
1525.1200, -59.534
1525.1300, -59.473
1525.1400, -59.403
1525.1500, -59.396
1525.1600, -59.321
1525.1700, -59.290
1525.1800, -59.223
1525.1900, -59.208
1525.2000, -59.137
1525.2100, -59.090
1525.2200, -59.075
1525.2300, -59.037
1525.2400, -59.067
1525.2500, -59.003
1525.2600, -59.014
1525.2700, -58.989
1525.2800, -59.005
1525.2900, -59.008
1525.3000, -58.980
1525.3100, -58.979
1525.3200, -58.957
1525.3300, -58.926
1525.3400, -58.920
1525.3500, -58.866
1525.3600, -58.836
1525.3700, -58.797
1525.3800, -58.745
1525.3900, -58.679
1525.4000, -58.661
1525.4100, -58.583
1525.4200, -58.522
1525.4300, -58.497
1525.4400, -58.464
1525.4500, -58.378
1525.4600, -58.312
1525.4700, -58.295
1525.4800, -58.243
1525.4900, -58.188
1525.5000, -58.168
1525.5100, -58.103
1525.5200, -58.070
1525.5300, -58.041
1525.5400, -57.997
1525.5500, -57.959
1525.5600, -57.937
1525.5700, -57.884
1525.5800, -57.848
1525.5900, -57.822
1525.6000, -57.749
1525.6100, -57.718
1525.6200, -57.685
1525.6300, -57.627
1525.6400, -57.558
1525.6500, -57.542
1525.6600, -57.513
1525.6700, -57.474
1525.6800, -57.437
1525.6900, -57.403
1525.7000, -57.390
1525.7100, -57.362
1525.7200, -57.358
1525.7300, -57.366
1525.7400, -57.327
1525.7500, -57.310
1525.7600, -57.313
1525.7700, -57.296
1525.7800, -57.265
1525.7900, -57.250
1525.8000, -57.223
1525.8100, -57.192
1525.8200, -57.173
1525.8300, -57.135
1525.8400, -57.082
1525.8500, -57.049
1525.8600, -56.990
1525.8700, -56.946
1525.8800, -56.882
1525.8900, -56.801
1525.9000, -56.763
1525.9100, -56.693
1525.9200, -56.640
1525.9300, -56.603
1525.9400, -56.534
1525.9500, -56.525
1525.9600, -56.486
1525.9700, -56.472
1525.9800, -56.430
1525.9900, -56.393
1526.0000, -56.336
1526.0100, -56.313
1526.0200, -56.276
1526.0300, -56.269
1526.0400, -56.248
1526.0500, -56.206
1526.0600, -56.155
1526.0700, -56.136
1526.0800, -56.115
1526.0900, -56.071
1526.1000, -56.021
1526.1100, -55.975
1526.1200, -55.946
1526.1300, -55.917
1526.1400, -55.882
1526.1500, -55.865
1526.1600, -55.813
1526.1700, -55.794
1526.1800, -55.755
1526.1900, -55.721
1526.2000, -55.711
1526.2100, -55.692
1526.2200, -55.672
1526.2300, -55.660
1526.2400, -55.654
1526.2500, -55.635
1526.2600, -55.615
1526.2700, -55.618
1526.2800, -55.615
1526.2900, -55.580
1526.3000, -55.529
1526.3100, -55.503
1526.3200, -55.467
1526.3300, -55.435
1526.3400, -55.395
1526.3500, -55.340
1526.3600, -55.288
1526.3700, -55.221
1526.3800, -55.179
1526.3900, -55.145
1526.4000, -55.123
1526.4100, -55.070
1526.4200, -55.031
1526.4300, -54.993
1526.4400, -54.965
1526.4500, -54.971
1526.4600, -54.940
1526.4700, -54.931
